x1,x2,x3,θs
0.0009634645183350018,-0.007855118531245806,-0.6625998337470509,0.1
0.00043049472488889003,-0.014492808913722056,-0.6594428710264729,0.1001
0.00048291982964241814,-0.007984776226180807,-0.663686853446515,0.1002
0.0005205396067747317,-0.00611647870579549,-0.6656402476542549,0.1003
0.0005654229704606847,-0.004857352803733169,-0.6665919469169989,0.1004
0.0006517687910100564,-0.003721355410085487,-0.666392142066461,0.1005
0.000892083028053387,-0.001965532148871735,-0.6439505902680872,0.1006
0.0007822378454279196,-0.0023620235459103304,-0.6227381834375286,0.1007
0.0006373851489217593,-0.0025215593381565033,-0.6283163637318503,0.1008
0.0003737130714101853,-0.003174067211248133,-0.6814912601615786,0.1009
0.00019440526766261474,-0.003253400595427557,-0.671262505514598,0.101
0.0001037002086647617,-0.0029120154532720666,-0.6740066561797984,0.1011
0.00011799746958216507,-0.0025815389588327974,-0.6747303057628898,0.1012
0.00022354570222821434,-0.0021535855129119724,-0.6765152879156187,0.1013
0.000449886427570818,-0.0019108177047066153,-0.6776738909480083,0.1014
0.0002815267584026183,-0.0014244023596794357,-0.6783533302057104,0.1015
0.0003716112082936401,-0.0011422043199620616,-0.678751784029706,0.1016
0.00045415357955417863,-0.0005787943803782741,-0.6779482440856828,0.1017
0.000574979546299178,-0.0001255930843191102,-0.6442433460963343,0.1018
-0.00016480588561482534,-0.001230653136783752,-0.6457666358055479,0.1019
0.00011656397996870333,-0.0005966501638446608,-0.6780524742895717,0.102
0.00016403808815333126,-0.00048712839622458323,-0.6776857746787813,0.1021
-0.00011003871032155846,-0.0006525499672255707,-0.6768658256146051,0.1022
-8.307919403240147e-5,-0.0006279824360412351,-0.6776713105746678,0.1023
-3.443663852216518e-5,-0.0006969387586329572,-0.6786313309591113,0.1024
0.0003305120229280104,0.000313953512630785,-0.6630962490891951,0.1025
0.0004112391901065521,-0.00021360918807210058,-0.6638597096438233,0.1026
0.0006684645811997459,6.444971191300296e-5,-0.6751745960389525,0.1027
-0.00023471418913064316,-0.0008656951083501508,-0.6790651601480295,0.1028
-0.0002887146003674142,-0.0011919435812570412,-0.6782564539209484,0.1029
-0.00024009857237403289,-0.001951811463830665,-0.675534510116044,0.103
-0.00016623960045418948,-0.0037043097108656786,-0.6795727322989169,0.1031
-0.00026446762632334703,-0.0018198419141470309,-0.6810559928737377,0.1032
0.0001442484164017539,-0.0005611726611203492,-0.672581512798322,0.1033
0.0007569351440862882,0.0005997563455533571,-0.659743665170126,0.1034
0.0008854295401997614,0.0007427739233524142,-0.665074253557803,0.1035
0.0006212345898367136,-0.00022248845066605448,-0.6644548274605163,0.1036
0.0010982504649482661,0.0010612180247968957,-0.6644338708484612,0.1037
0.001853713283134989,0.0008748558551039992,-0.6644030796879271,0.1038
0.0014895567617941852,0.00026891897476882847,-0.6579388246491149,0.1039
0.0019782044283884925,0.0005777964749054592,-0.6418615186799245,0.104
0.0015026573269785568,0.0012215291140825993,-0.6465926575291014,0.1041
0.001944927335628889,-0.0010758566012765204,-0.6390596122573805,0.1042
0.0021279799840817413,0.00011592414853732773,-0.6358430462174582,0.1043
0.001352796632325068,-0.0005232079965464364,-0.6283355745843335,0.1044
0.0012517156675295594,0.0007154623680850308,-0.6311287175753869,0.1045
0.0019311644045401717,0.0010086016157201487,-0.6491298502618195,0.1046
0.0023808376070518994,0.0006573560615873705,-0.6370334648518088,0.1047
0.00291974660612608,0.0005162833228673734,-0.6505637972136877,0.1048
0.0019043185664664372,0.0012912442807028741,-0.6443584515190239,0.1049
0.0036325468625315062,0.001541174874053908,-0.6600975943591011,0.105
0.003282914388300104,0.0015961264916690117,-0.6711604394391109,0.1051
0.003430765886030912,0.0008370446850496062,-0.651138866091347,0.1052
0.0033630020862461104,0.0016930617923213306,-0.6421525647640292,0.1053
0.004148597030009671,-0.0004764871899211164,-0.637419067366073,0.1054
0.003925006834109903,0.0004357869104291735,-0.6352966563903225,0.1055
0.004885453107339596,0.0008286771957861166,-0.6435397204623122,0.1056
0.004456870693675816,0.0013380496593557634,-0.6348437733446913,0.1057
0.005208031840113183,-0.0003558297571925089,-0.6292683332979686,0.1058
0.00409037572753991,-0.00027310999494558144,-0.6360138673746872,0.1059
0.0036948192876814986,0.0005577840945014803,-0.6340986330018781,0.106
0.003925094246599717,0.0008895962618731295,-0.6316467080895561,0.1061
0.004838553759323434,0.0012445654934079909,-0.6310837786736079,0.1062
0.004954345559206078,0.0017443429618213785,-0.6318770011062503,0.1063
0.003864328940604233,0.0010216553102049713,-0.6283964300052923,0.1064
0.004185798451698851,0.0016837856028731795,-0.6351264073224423,0.1065
0.004221686853811985,0.001620462447577514,-0.6281927769238783,0.1066
0.0033460976983326635,0.000879648420293041,-0.6469369460739653,0.1067
0.0030987569152104823,0.0016672881738114614,-0.65287281277057,0.1068
0.0029072721877138794,0.0016114533663098849,-0.6546552783559604,0.1069
0.0026871735538237878,0.00116663563070393,-0.6627589130044031,0.107
0.0033628083355179725,0.0013948834663042224,-0.6526991261019597,0.1071
0.004668580381752358,0.0008465506250244142,-0.639944958355114,0.1072
0.003787958982027835,0.0010869881161119505,-0.6468117956953655,0.1073
0.0038724534973960862,0.0015470616617982212,-0.6458188262483768,0.1074
0.0039243505731079995,0.0012095145216205272,-0.6478429422681692,0.1075
0.003189958605932004,0.0008753981533566595,-0.6513635480822852,0.1076
0.003926185339968424,0.0016488567721774532,-0.6510009944050903,0.1077
0.003975426578133842,0.0018160781538996,-0.6509082381375412,0.1078
0.0035718972661282736,0.0010717542156099612,-0.6582775036090949,0.1079
0.003894317348053654,0.0011477396512007863,-0.6491429636410737,0.108
0.0007252290609751637,0.0016373581026034824,-0.6613574072962911,0.1081
0.0010591578999766438,-0.0007242118128522071,-0.6697420191973151,0.1082
0.0012961808648347692,0.00039110448860660735,-0.6669025188378581,0.1083
-0.0004640000526050029,-0.0014937387879374916,-0.6313210794032369,0.1084
-0.0017102139941764863,-0.002537540660218191,-0.6239991190401143,0.1085
-0.001015507434040464,-0.0011145780157166335,-0.6452340842818405,0.1086
-0.003862266591832358,-0.0032214073289542826,-0.6650230603739343,0.1087
